Rank,ÿÿÿWord,Part of speech,Frequency,Dispersion
1890,ÿÿÿcoverage,n,19522,0.94
1891,ÿÿÿopposition,n,19847,0.92
1892,ÿÿÿaside,r,19056,0.96
1893,ÿÿÿanywhere,r,18970,0.96
1894,ÿÿÿbond,n,19856,0.92
1895,ÿÿÿfile,v,19416,0.94
1896,ÿÿÿpleasure,n,19099,0.96
1897,ÿÿÿmaster,n,18880,0.96
1898,ÿÿÿera,n,19209,0.95
1899,ÿÿÿrequirement,n,20358,0.89
1900,ÿÿÿcheck,n,18764,0.97
1901,ÿÿÿstand,n,18910,0.96
1902,ÿÿÿfun,n,18984,0.96
1903,ÿÿÿexpectation,n,19603,0.92
1904,ÿÿÿwing,n,19028,0.95
1905,ÿÿÿseparate,j,19064,0.95
1906,ÿÿÿnow,c,19126,0.95
1907,ÿÿÿclear,v,19013,0.95
1908,ÿÿÿstruggle,n,19014,0.95
1909,ÿÿÿmean,j,19792,0.91
1910,ÿÿÿsomewhat,r,18801,0.96
1911,ÿÿÿpour,v,19300,0.93
1912,ÿÿÿstir,v,20174,0.89
1913,ÿÿÿjudgment,n,19315,0.93
1914,ÿÿÿclean,v,18766,0.96
1915,ÿÿÿexcept,c,18857,0.95
1916,ÿÿÿbeer,n,19349,0.93
1917,ÿÿÿEnglish,n,18719,0.96
1918,ÿÿÿreference,n,19559,0.92
1919,ÿÿÿtear,n,19819,0.9
1920,ÿÿÿdoubt,n,18542,0.97
1921,ÿÿÿgrant,v,18598,0.96
1922,ÿÿÿseriously,r,18328,0.98
1923,ÿÿÿaccount,v,19403,0.92
1924,ÿÿÿminister,n,19154,0.93
1925,ÿÿÿtotally,r,18720,0.95
1926,ÿÿÿhero,n,18348,0.97
1927,ÿÿÿindustrial,j,19413,0.92
1928,ÿÿÿcloud,n,19214,0.92
1929,ÿÿÿstretch,v,19014,0.93
1930,ÿÿÿwinner,n,19216,0.92
1931,ÿÿÿvolume,n,18989,0.93
1932,ÿÿÿtravel,n,18634,0.95
1933,ÿÿÿseed,n,19079,0.93
1934,ÿÿÿsurprised,j,18822,0.94
1935,ÿÿÿrest,v,18915,0.94
1936,ÿÿÿfashion,n,18483,0.96
1937,ÿÿÿpepper,n,20220,0.87
1938,ÿÿÿseparate,v,18251,0.97
1939,ÿÿÿbusy,j,18500,0.95
1940,ÿÿÿintervention,n,21021,0.84
1941,ÿÿÿcopy,n,18244,0.97
1942,ÿÿÿtip,n,18868,0.93
1943,ÿÿÿbelow,i,18353,0.96
1944,ÿÿÿcheap,j,18371,0.96
1945,ÿÿÿaim,v,18194,0.97
1946,ÿÿÿcite,v,19011,0.93
1947,ÿÿÿwelfare,n,19580,0.9
1948,ÿÿÿvegetable,n,19363,0.91
1949,ÿÿÿgray,j,19408,0.9
1950,ÿÿÿdish,n,18887,0.93
1951,ÿÿÿbeach,n,18451,0.95
1952,ÿÿÿimprovement,n,18977,0.92
1953,ÿÿÿeverywhere,r,18126,0.96
1954,ÿÿÿopening,n,18058,0.97
1955,ÿÿÿoverall,j,19031,0.92
1956,ÿÿÿdivide,v,18337,0.95
1957,ÿÿÿinitial,j,19019,0.92
1958,ÿÿÿterrible,j,18659,0.93
1959,ÿÿÿoppose,v,18484,0.94
1960,ÿÿÿcontemporary,j,19293,0.9
1961,ÿÿÿroute,n,18313,0.95
1962,ÿÿÿmultiple,j,19512,0.89
1963,ÿÿÿessential,j,19030,0.91
1964,ÿÿÿquestion,v,17924,0.97
1965,ÿÿÿleague,n,19766,0.88
1966,ÿÿÿcriminal,j,18424,0.94
1967,ÿÿÿcareful,j,17885,0.97
1968,ÿÿÿcore,n,18571,0.93
1969,ÿÿÿupper,j,18196,0.95
1970,ÿÿÿrush,v,18561,0.93
1971,ÿÿÿnecessarily,r,18334,0.94
1972,ÿÿÿspecifically,r,18873,0.92
1973,ÿÿÿtired,j,18597,0.93
1974,ÿÿÿrise,n,18055,0.96
1975,ÿÿÿtie,n,17787,0.97
1976,ÿÿÿemploy,v,18912,0.91
1977,ÿÿÿholiday,n,18299,0.94
1978,ÿÿÿdance,v,18263,0.94
1979,ÿÿÿvast,j,17836,0.96
1980,ÿÿÿresolution,n,18922,0.91
1981,ÿÿÿhousehold,n,18450,0.93
1982,ÿÿÿfewer,d,18223,0.94
1983,ÿÿÿabortion,n,18925,0.91
1984,ÿÿÿapart,r,17872,0.96
1985,ÿÿÿwitness,n,18920,0.91
1986,ÿÿÿmatch,v,17788,0.97
1987,ÿÿÿbarely,r,18533,0.93
1988,ÿÿÿsector,n,19103,0.9
1989,ÿÿÿrepresentative,n,18189,0.94
1990,ÿÿÿlack,v,18215,0.94
1991,ÿÿÿbeneath,i,19047,0.9
1992,ÿÿÿbeside,i,19952,0.86
1993,ÿÿÿblack,n,18441,0.93
1994,ÿÿÿincident,n,17880,0.96
1995,ÿÿÿlimited,j,18532,0.92
1996,ÿÿÿproud,j,17841,0.96
1997,ÿÿÿflow,n,18469,0.92
1998,ÿÿÿfaculty,n,20104,0.85
1999,ÿÿÿincreased,j,18984,0.9
2000,ÿÿÿwaste,n,19069,0.89
2001,ÿÿÿmerely,r,18094,0.94
2002,ÿÿÿmass,n,18107,0.94
2003,ÿÿÿemphasize,v,18933,0.9
2004,ÿÿÿexperiment,n,18440,0.92
2005,ÿÿÿdefinitely,r,18214,0.93
2006,ÿÿÿbomb,n,18284,0.93
2007,ÿÿÿenormous,j,17482,0.97
2008,ÿÿÿtone,n,17954,0.95
2009,ÿÿÿliberal,j,18228,0.93
2010,ÿÿÿmassive,j,17551,0.97
2011,ÿÿÿengineer,n,17991,0.94
2012,ÿÿÿwheel,n,18296,0.93
2013,ÿÿÿfemale,n,18932,0.9
2014,ÿÿÿdecline,v,18058,0.94
2015,ÿÿÿinvest,v,18080,0.94
2016,ÿÿÿpromise,n,17342,0.98
2017,ÿÿÿcable,n,18277,0.93
2018,ÿÿÿtowards,i,18305,0.93
2019,ÿÿÿexpose,v,17581,0.96
2020,ÿÿÿrural,j,18665,0.91
2021,ÿÿÿAIDS,n,19384,0.87
2022,ÿÿÿJew,n,17893,0.95
2023,ÿÿÿnarrow,j,17840,0.95
2024,ÿÿÿcream,n,18443,0.92
2025,ÿÿÿsecretary,n,17922,0.94
2026,ÿÿÿgate,n,17999,0.94
2027,ÿÿÿsolid,j,17675,0.96
2028,ÿÿÿhill,n,18131,0.93
2029,ÿÿÿtypically,r,18254,0.92
2030,ÿÿÿnoise,n,18024,0.93
2031,ÿÿÿgrass,n,18139,0.93
2032,ÿÿÿunfortunately,r,17482,0.96
2033,ÿÿÿhat,n,18198,0.92
2034,ÿÿÿlegislation,n,17934,0.94
2035,ÿÿÿsucceed,v,17423,0.96
2036,ÿÿÿeither,d,17257,0.97
2037,ÿÿÿcelebrate,v,17421,0.96
2038,ÿÿÿachievement,n,18998,0.88
2039,ÿÿÿfishing,n,18103,0.93
2040,ÿÿÿdrink,n,18227,0.92
2041,ÿÿÿaccuse,v,17778,0.94
2042,ÿÿÿhand,v,18231,0.92
2043,ÿÿÿuseful,j,18205,0.92
2044,ÿÿÿland,v,17401,0.96
2045,ÿÿÿsecret,j,17305,0.96
2046,ÿÿÿreject,v,17656,0.94
2047,ÿÿÿtalent,n,17474,0.95
2048,ÿÿÿtaste,n,17409,0.96
2049,ÿÿÿcharacteristic,n,19621,0.85
2050,ÿÿÿmilk,n,17812,0.93
2051,ÿÿÿescape,v,17195,0.97
2052,ÿÿÿcast,v,17163,0.97
2053,ÿÿÿsentence,n,17162,0.97
2054,ÿÿÿunusual,j,16997,0.97
2055,ÿÿÿclosely,r,17220,0.96
2056,ÿÿÿconvince,v,16948,0.98
2057,ÿÿÿheight,n,17403,0.95
2058,ÿÿÿphysician,n,17707,0.93
2059,ÿÿÿassess,v,19220,0.86
2060,ÿÿÿsleep,n,17882,0.92
2061,ÿÿÿplenty,p,17445,0.95
2062,ÿÿÿride,n,17654,0.93
2063,ÿÿÿvirtually,r,17426,0.94
2064,ÿÿÿfirst,r,17332,0.95
2065,ÿÿÿaddition,i,17641,0.93
2066,ÿÿÿsharp,j,17403,0.94
2067,ÿÿÿcreative,j,17597,0.93
2068,ÿÿÿlower,v,17206,0.95
2069,ÿÿÿbehind,r,17347,0.95
2070,ÿÿÿapprove,v,17329,0.95
2071,ÿÿÿexplanation,n,17712,0.92
2072,ÿÿÿoutside,j,16797,0.97
2073,ÿÿÿgay,j,17428,0.94
2074,ÿÿÿcampus,n,17541,0.93
2075,ÿÿÿproper,j,17024,0.96
2076,ÿÿÿlive,j,17365,0.94
2077,ÿÿÿguilty,j,17596,0.93
2078,ÿÿÿliving,j,16823,0.97
2079,ÿÿÿacquire,v,17435,0.93
2080,ÿÿÿcompete,v,17264,0.94
2081,ÿÿÿtechnical,j,17594,0.92
2082,ÿÿÿplus,i,17202,0.94
2083,ÿÿÿmind,v,17378,0.93
2084,ÿÿÿpotential,n,17523,0.92
2085,ÿÿÿimmigrant,n,17615,0.92
2086,ÿÿÿweak,j,16628,0.97
2087,ÿÿÿillegal,j,17258,0.94
2088,ÿÿÿhi,u,18910,0.85
2089,ÿÿÿalternative,n,17197,0.94
2090,ÿÿÿinteraction,n,19144,0.84
2091,ÿÿÿcolumn,n,16810,0.96
2092,ÿÿÿpersonality,n,16933,0.95
2093,ÿÿÿsignal,n,16835,0.95
2094,ÿÿÿcurriculum,n,19193,0.84
2095,ÿÿÿlist,v,17006,0.94
2096,ÿÿÿhonor,n,16686,0.96
2097,ÿÿÿpassenger,n,16933,0.95
2098,ÿÿÿassistance,n,17396,0.92
2099,ÿÿÿforever,r,16890,0.95
2100,ÿÿÿfun,j,16932,0.94
2101,ÿÿÿregard,v,16890,0.94
2102,ÿÿÿIsraeli,j,17967,0.89
2103,ÿÿÿassociation,n,17759,0.9
2104,ÿÿÿtwenty,m,17491,0.91
2105,ÿÿÿknock,v,17146,0.93
2106,ÿÿÿreview,v,16916,0.94
2107,ÿÿÿwrap,v,17073,0.93
2108,ÿÿÿlab,n,16498,0.96
2109,ÿÿÿoffer,n,16612,0.95
2110,ÿÿÿdisplay,v,16806,0.94
2111,ÿÿÿcriticism,n,17049,0.93
2112,ÿÿÿasset,n,16977,0.93
2113,ÿÿÿdepression,n,16976,0.93
2114,ÿÿÿspiritual,j,17074,0.92
2115,ÿÿÿmusical,j,16931,0.93
2116,ÿÿÿjournalist,n,16858,0.93
2117,ÿÿÿprayer,n,16296,0.97
2118,ÿÿÿsuspect,v,16194,0.97
2119,ÿÿÿscholar,n,17482,0.9
2120,ÿÿÿwarning,n,16205,0.97
2121,ÿÿÿclimate,n,17189,0.91
2122,ÿÿÿcheese,n,17416,0.9
2123,ÿÿÿobservation,n,17500,0.9
2124,ÿÿÿchildhood,n,16268,0.96
2125,ÿÿÿpayment,n,16704,0.94
2126,ÿÿÿsir,n,17733,0.88
2127,ÿÿÿpermit,v,16764,0.93
2128,ÿÿÿcigarette,n,17160,0.91
2129,ÿÿÿdefinition,n,17499,0.89
2130,ÿÿÿpriority,n,16586,0.94
2131,ÿÿÿbread,n,16686,0.94
2132,ÿÿÿcreation,n,16967,0.92
2133,ÿÿÿgraduate,n,16803,0.93
2134,ÿÿÿrequest,n,16241,0.96
2135,ÿÿÿemotion,n,16062,0.97
2136,ÿÿÿscream,v,17342,0.9
2137,ÿÿÿdramatic,j,16233,0.96
2138,ÿÿÿuniverse,n,16596,0.94
2139,ÿÿÿgap,n,16216,0.96
2140,ÿÿÿexcellent,j,16094,0.96
2141,ÿÿÿdeeply,r,15848,0.98
2142,ÿÿÿprosecutor,n,17260,0.9
2143,ÿÿÿmark,n,15973,0.97
2144,ÿÿÿgreen,n,16776,0.92
2145,ÿÿÿlucky,j,16550,0.94
2146,ÿÿÿdrag,v,16685,0.93
2147,ÿÿÿairline,n,17164,0.9
2148,ÿÿÿlibrary,n,16314,0.95
2149,ÿÿÿagenda,n,16449,0.94
2150,ÿÿÿrecover,v,15786,0.98
2151,ÿÿÿfactory,n,16240,0.95
2152,ÿÿÿselection,n,16706,0.92
2153,ÿÿÿprimarily,r,17015,0.91
2154,ÿÿÿroof,n,16520,0.93
2155,ÿÿÿunable,j,15901,0.97
2156,ÿÿÿexpense,n,16274,0.94
2157,ÿÿÿinitiative,n,16445,0.93
2158,ÿÿÿdiet,n,16933,0.9
2159,ÿÿÿarrest,v,16205,0.94
2160,ÿÿÿfunding,n,16282,0.94
2161,ÿÿÿtherapy,n,16351,0.93
2162,ÿÿÿwash,v,16314,0.93
2163,ÿÿÿschedule,n,15987,0.95
2164,ÿÿÿsad,j,16163,0.94
2165,ÿÿÿbrief,j,15770,0.96
2166,ÿÿÿhousing,n,16403,0.93
2167,ÿÿÿpost,n,15693,0.97
2168,ÿÿÿpurchase,v,16064,0.94
2169,ÿÿÿexisting,j,16654,0.91
2170,ÿÿÿdark,n,16865,0.9
2171,ÿÿÿsteel,n,15982,0.95
2172,ÿÿÿregarding,i,17220,0.88
2173,ÿÿÿshout,v,17239,0.88
2174,ÿÿÿremaining,j,15992,0.95
2175,ÿÿÿvisual,j,17316,0.87
2176,ÿÿÿfairly,r,15701,0.96
2177,ÿÿÿchip,n,16162,0.94
2178,ÿÿÿviolent,j,15765,0.96
2179,ÿÿÿsilent,j,16802,0.9
2180,ÿÿÿsuppose,v,16562,0.91
2181,ÿÿÿself,n,16708,0.9
2182,ÿÿÿbike,n,17306,0.87
2183,ÿÿÿtea,n,16373,0.92
2184,ÿÿÿperceive,v,17180,0.88
2185,ÿÿÿcomparison,n,16809,0.9
2186,ÿÿÿsettlement,n,16172,0.93
2187,ÿÿÿlayer,n,16250,0.92
2188,ÿÿÿplanning,n,16434,0.91
2189,ÿÿÿfar,c,16006,0.94
2190,ÿÿÿdescription,n,16415,0.91
2191,ÿÿÿlater,j,15734,0.95
2192,ÿÿÿslow,v,15633,0.96
2193,ÿÿÿslide,v,16805,0.89
2194,ÿÿÿwidely,r,16000,0.93
2195,ÿÿÿwedding,n,15829,0.94
2196,ÿÿÿinform,v,15725,0.95
2197,ÿÿÿportion,n,15677,0.95
2198,ÿÿÿterritory,n,15831,0.94
2199,ÿÿÿimmediate,j,15680,0.95
2200,ÿÿÿopponent,n,15803,0.94
2201,ÿÿÿabandon,v,15323,0.97
2202,ÿÿÿlink,n,15738,0.94
2203,ÿÿÿmass,j,15939,0.93
2204,ÿÿÿlake,n,15836,0.94
2205,ÿÿÿtransform,v,15815,0.94
2206,ÿÿÿtension,n,15614,0.95
2207,ÿÿÿdisplay,n,15575,0.95
2208,ÿÿÿleading,j,15665,0.95
2209,ÿÿÿbother,v,15870,0.94
2210,ÿÿÿconsist,v,16648,0.89
2211,ÿÿÿalcohol,n,15877,0.93
2212,ÿÿÿenable,v,16293,0.91
2213,ÿÿÿbend,v,16285,0.91
2214,ÿÿÿsaving,n,15917,0.93
2215,ÿÿÿgain,n,15822,0.94
2216,ÿÿÿdesert,n,15653,0.94
2217,ÿÿÿshall,v,15997,0.92
2218,ÿÿÿerror,n,15980,0.93
2219,ÿÿÿrelease,n,15540,0.95
2220,ÿÿÿcop,n,16228,0.91
2221,ÿÿÿArab,j,16732,0.88
2222,ÿÿÿdouble,j,15233,0.97
2223,ÿÿÿwalk,n,15632,0.94
2224,ÿÿÿsand,n,15658,0.94
2225,ÿÿÿSpanish,j,15512,0.95
2226,ÿÿÿrule,v,15310,0.96
2227,ÿÿÿhit,n,15766,0.93
2228,ÿÿÿprint,n,15634,0.94
2229,ÿÿÿpreserve,v,15527,0.95
2230,ÿÿÿpassage,n,15702,0.93
2231,ÿÿÿformal,j,16078,0.91
2232,ÿÿÿtransition,n,16058,0.91
2233,ÿÿÿexistence,n,15969,0.92
2234,ÿÿÿalbum,n,15869,0.92
2235,ÿÿÿparticipation,n,17187,0.85
2236,ÿÿÿarrange,v,15258,0.96
2237,ÿÿÿatmosphere,n,15310,0.95
2238,ÿÿÿjoint,j,15444,0.95
2239,ÿÿÿreply,v,16312,0.89
2240,ÿÿÿcycle,n,15775,0.93
2241,ÿÿÿopposite,j,15554,0.94
2242,ÿÿÿlock,v,15616,0.93
2243,ÿÿÿwhole,n,15558,0.94
2244,ÿÿÿdeserve,v,14944,0.97
2245,ÿÿÿconsistent,j,16334,0.89
2246,ÿÿÿresistance,n,15686,0.93
2247,ÿÿÿdiscovery,n,15358,0.95
2248,ÿÿÿtear,v,15575,0.93
2249,ÿÿÿexposure,n,15979,0.91
2250,ÿÿÿpose,v,15230,0.95
2251,ÿÿÿstream,n,15400,0.94
2252,ÿÿÿsale,n,15351,0.94
2253,ÿÿÿtrust,n,15170,0.96
2254,ÿÿÿbenefit,v,15424,0.94
2255,ÿÿÿpot,n,15407,0.94
2256,ÿÿÿgrand,j,15659,0.93
2257,ÿÿÿmine,p,15794,0.92
2258,ÿÿÿhello,u,16600,0.87
2259,ÿÿÿcoalition,n,15720,0.92
2260,ÿÿÿtale,n,15004,0.97
2261,ÿÿÿknife,n,15792,0.92
2262,ÿÿÿresolve,v,15260,0.95
2263,ÿÿÿracial,j,15687,0.92
2264,ÿÿÿphase,n,16045,0.9
2265,ÿÿÿpresent,n,15267,0.95
2266,ÿÿÿjoke,n,15284,0.95
2267,ÿÿÿcoat,n,16010,0.9
2268,ÿÿÿMexican,j,15514,0.93
2269,ÿÿÿsymptom,n,15886,0.91
2270,ÿÿÿcontact,v,15359,0.94
2271,ÿÿÿmanufacturer,n,15741,0.92
2272,ÿÿÿphilosophy,n,15746,0.92
2273,ÿÿÿpotato,n,15561,0.93
2274,ÿÿÿinterview,v,15687,0.92
2275,ÿÿÿfoundation,n,15273,0.94
2276,ÿÿÿquote,v,15415,0.93
2277,ÿÿÿonline,j,15848,0.91
2278,ÿÿÿpass,n,15599,0.92
2279,ÿÿÿnegotiation,n,15680,0.92
2280,ÿÿÿgood,n,15259,0.94
2281,ÿÿÿurge,v,14894,0.96
2282,ÿÿÿoccasion,n,14792,0.97
2283,ÿÿÿdust,n,15475,0.93
2284,ÿÿÿbreathe,v,15813,0.91
2285,ÿÿÿelect,v,15350,0.93
2286,ÿÿÿinvestigator,n,15258,0.94
2287,ÿÿÿjacket,n,15692,0.91
2288,ÿÿÿglad,j,15556,0.92
2289,ÿÿÿordinary,j,14776,0.97
2290,ÿÿÿreduction,n,15862,0.9
2291,ÿÿÿrarely,r,14912,0.96
2292,ÿÿÿshift,n,15114,0.94
2293,ÿÿÿpack,v,15169,0.94
2294,ÿÿÿsuicide,n,15145,0.94
2295,ÿÿÿnumerous,j,15389,0.93
2296,ÿÿÿtouch,n,14939,0.95
2297,ÿÿÿsubstance,n,15909,0.89
2298,ÿÿÿdiscipline,n,15684,0.91
2299,ÿÿÿelsewhere,r,14884,0.95
2300,ÿÿÿiron,n,15043,0.94
2301,ÿÿÿpractical,j,15303,0.93
2302,ÿÿÿmoreover,r,16163,0.88
2303,ÿÿÿpassion,n,14632,0.97
2304,ÿÿÿvolunteer,n,14958,0.95
2305,ÿÿÿimplement,v,16124,0.88
2306,ÿÿÿessentially,r,15020,0.94
2307,ÿÿÿgene,n,15377,0.92
2308,ÿÿÿenforcement,n,15052,0.94
2309,ÿÿÿvs,i,16003,0.88
2310,ÿÿÿsauce,n,15903,0.88
2311,ÿÿÿindependence,n,15259,0.92
2312,ÿÿÿmarketing,n,15259,0.92
2313,ÿÿÿpriest,n,14889,0.94
2314,ÿÿÿamazing,j,15124,0.93
2315,ÿÿÿintense,j,14452,0.97
2316,ÿÿÿadvance,n,14645,0.96
2317,ÿÿÿemployer,n,14846,0.94
2318,ÿÿÿshock,n,14551,0.96
2319,ÿÿÿinspire,v,14771,0.95
2320,ÿÿÿadjust,v,14564,0.96
2321,ÿÿÿretire,v,14979,0.93
2322,ÿÿÿsure,r,14854,0.94
2323,ÿÿÿvisible,j,14691,0.95
2324,ÿÿÿkiss,v,16128,0.87
2325,ÿÿÿillness,n,14726,0.95
2326,ÿÿÿcap,n,14672,0.95
2327,ÿÿÿhabit,n,14501,0.96
2328,ÿÿÿcompetitive,j,14938,0.93
2329,ÿÿÿjuice,n,15388,0.9
2330,ÿÿÿcongressional,j,14936,0.93
2331,ÿÿÿinvolvement,n,15640,0.89
2332,ÿÿÿdominate,v,14768,0.94
2333,ÿÿÿpreviously,r,15092,0.92
2334,ÿÿÿwhenever,r,14484,0.96
2335,ÿÿÿtransfer,v,14686,0.95
2336,ÿÿÿanalyze,v,15587,0.89
2337,ÿÿÿanother,p,14441,0.96
2338,ÿÿÿattach,v,14552,0.95
2339,ÿÿÿfor,c,14594,0.95
2340,ÿÿÿIndian,n,15021,0.92
2341,ÿÿÿdisaster,n,14684,0.95
2342,ÿÿÿparking,n,14970,0.93
2343,ÿÿÿprospect,n,14521,0.95
2344,ÿÿÿboss,n,14587,0.95
2345,ÿÿÿcomplaint,n,14551,0.95
2346,ÿÿÿchampionship,n,16008,0.86
2347,ÿÿÿcoach,v,15910,0.87
2348,ÿÿÿexercise,v,14766,0.94
2349,ÿÿÿfundamental,j,15199,0.91
2350,ÿÿÿsevere,j,14609,0.95
2351,ÿÿÿenhance,v,15393,0.9
2352,ÿÿÿmystery,n,14211,0.97
2353,ÿÿÿimpose,v,14881,0.93
2354,ÿÿÿpoverty,n,14891,0.93
2355,ÿÿÿother,i,14165,0.97
2356,ÿÿÿentry,n,14643,0.94
2357,ÿÿÿfat,j,14826,0.93
2358,ÿÿÿspending,n,14965,0.92
2359,ÿÿÿking,n,14445,0.95
2360,ÿÿÿevaluate,v,15780,0.87
2361,ÿÿÿsymbol,n,14596,0.94
2362,ÿÿÿstill,j,14308,0.96
2363,ÿÿÿtrade,v,14624,0.94
2364,ÿÿÿmaker,n,14586,0.94
2365,ÿÿÿmood,n,14227,0.96
2366,ÿÿÿaccomplish,v,14325,0.96
2367,ÿÿÿemphasis,n,15337,0.89
2368,ÿÿÿillustrate,v,15091,0.91
2369,ÿÿÿboot,n,15033,0.91
2370,ÿÿÿmonitor,v,14499,0.94
2371,ÿÿÿAsian,j,14873,0.92
2372,ÿÿÿentertainment,n,14615,0.94
2373,ÿÿÿbean,n,14996,0.91
2374,ÿÿÿevaluation,n,16213,0.84
2375,ÿÿÿcreature,n,14852,0.92
2376,ÿÿÿcommander,n,14425,0.94
2377,ÿÿÿdigital,j,15048,0.9
2378,ÿÿÿarrangement,n,14403,0.94
2379,ÿÿÿconcentrate,v,14155,0.96
2380,ÿÿÿtotal,n,14559,0.93
2381,ÿÿÿusual,j,14305,0.95
2382,ÿÿÿanger,n,14241,0.95
2383,ÿÿÿpsychological,j,15249,0.89
2384,ÿÿÿheavily,r,13964,0.97
2385,ÿÿÿpeak,n,14481,0.94
2386,ÿÿÿapproximately,r,15172,0.89
2387,ÿÿÿincreasing,j,14886,0.91
2388,ÿÿÿdisorder,n,14780,0.92
2389,ÿÿÿmissile,n,15147,0.89
2390,ÿÿÿequally,r,14389,0.94
2391,ÿÿÿvary,v,14954,0.9
2392,ÿÿÿwire,n,14310,0.95
2393,ÿÿÿround,n,14539,0.93
2394,ÿÿÿdistribution,n,15249,0.89
2395,ÿÿÿtransportation,n,14516,0.93
2396,ÿÿÿholy,j,14090,0.96
2397,ÿÿÿring,v,14757,0.91
2398,ÿÿÿtwin,n,14610,0.92
2399,ÿÿÿcommand,n,14022,0.96
2400,ÿÿÿcommission,n,14371,0.94
2401,ÿÿÿinterpretation,n,15613,0.86
2402,ÿÿÿbreakfast,n,14397,0.93
2403,ÿÿÿstop,n,14117,0.95
2404,ÿÿÿstrongly,r,14459,0.93
2405,ÿÿÿengineering,n,14853,0.9
2406,ÿÿÿluck,n,14186,0.95
2407,ÿÿÿso-called,j,14065,0.96
2408,ÿÿÿconstant,j,14069,0.95
2409,ÿÿÿrace,v,14233,0.94
2410,ÿÿÿclinic,n,14016,0.96
2411,ÿÿÿveteran,n,14366,0.93
2412,ÿÿÿsmell,v,15214,0.88
2413,ÿÿÿtablespoon,n,15804,0.85
2414,ÿÿÿcapable,j,13933,0.96
2415,ÿÿÿnervous,j,14100,0.95
2416,ÿÿÿtourist,n,13895,0.96
2417,ÿÿÿlight,v,14720,0.91
2418,ÿÿÿtoss,v,14565,0.92
2419,ÿÿÿcrucial,j,14234,0.94
2420,ÿÿÿbury,v,14030,0.95
2421,ÿÿÿpray,v,14006,0.95
2422,ÿÿÿtomato,n,14864,0.89
2423,ÿÿÿexception,n,14136,0.94
2424,ÿÿÿbutter,n,14780,0.9
2425,ÿÿÿdeficit,n,15008,0.88
2426,ÿÿÿbathroom,n,14725,0.9
2427,ÿÿÿobjective,n,15107,0.88
2428,ÿÿÿblock,v,13688,0.97
2429,ÿÿÿelectronic,j,14057,0.94
2430,ÿÿÿally,n,14025,0.94
2431,ÿÿÿjourney,n,13599,0.97
2432,ÿÿÿreputation,n,13681,0.96
2433,ÿÿÿmixture,n,14856,0.89
2434,ÿÿÿsurely,r,13904,0.95
2435,ÿÿÿtower,n,13948,0.95
2436,ÿÿÿsmoke,n,14327,0.92
2437,ÿÿÿconfront,v,13757,0.96
2438,ÿÿÿpure,j,13671,0.96
2439,ÿÿÿglance,v,16008,0.82
2440,ÿÿÿdimension,n,14965,0.88
2441,ÿÿÿtoy,n,13935,0.94
2442,ÿÿÿprisoner,n,13928,0.94
2443,ÿÿÿfellow,j,13585,0.97
2444,ÿÿÿsmooth,j,14148,0.93
2445,ÿÿÿnearby,j,13820,0.95
2446,ÿÿÿpeer,n,14738,0.89
2447,ÿÿÿdesigner,n,14210,0.92
2448,ÿÿÿpersonnel,n,14095,0.93
2449,ÿÿÿshape,v,13859,0.94
2450,ÿÿÿeducator,n,15447,0.85
2451,ÿÿÿrelative,n,13541,0.97
2452,ÿÿÿimmigration,n,14526,0.9
2453,ÿÿÿbelt,n,13826,0.94
2454,ÿÿÿteaspoon,n,15767,0.83
2455,ÿÿÿbirthday,n,13757,0.95
2456,ÿÿÿimplication,n,14791,0.88
2457,ÿÿÿperfectly,r,13671,0.95
2458,ÿÿÿcoast,n,13515,0.96
2459,ÿÿÿsupporter,n,13970,0.93
2460,ÿÿÿaccompany,v,13666,0.95
2461,ÿÿÿsilver,n,14033,0.92
2462,ÿÿÿteenager,n,13615,0.95
2463,ÿÿÿrecognition,n,14249,0.91
2464,ÿÿÿretirement,n,13964,0.93
2465,ÿÿÿflag,n,13655,0.95
2466,ÿÿÿrecovery,n,13703,0.95
2467,ÿÿÿwhisper,v,15383,0.84
2468,ÿÿÿwatch,n,13996,0.93
2469,ÿÿÿgentleman,n,14648,0.88
2470,ÿÿÿcorn,n,13739,0.94
2471,ÿÿÿmoon,n,13959,0.92
2472,ÿÿÿinner,j,13545,0.95
2473,ÿÿÿjunior,j,13797,0.93
2474,ÿÿÿrather,c,13611,0.95
2475,ÿÿÿthroat,n,14681,0.88
2476,ÿÿÿsalary,n,13885,0.93
2477,ÿÿÿswing,v,14317,0.9
2478,ÿÿÿobserver,n,13806,0.93
2479,ÿÿÿdue,j,13252,0.97
2480,ÿÿÿstraight,j,13474,0.96
2481,ÿÿÿpublication,n,14045,0.92
2482,ÿÿÿpretty,j,13951,0.92
2483,ÿÿÿcrop,n,13733,0.94
2484,ÿÿÿdig,v,13633,0.94
2485,ÿÿÿstrike,n,13686,0.94
2486,ÿÿÿpermanent,j,13390,0.96
2487,ÿÿÿplant,v,13526,0.95
2488,ÿÿÿphenomenon,n,14087,0.91
2489,ÿÿÿanxiety,n,14088,0.91
2490,ÿÿÿunlike,i,13248,0.97
2491,ÿÿÿwet,j,13963,0.92
2492,ÿÿÿliterally,r,13425,0.95
2493,ÿÿÿresist,v,13330,0.96
2494,ÿÿÿconvention,n,14497,0.88
2495,ÿÿÿembrace,v,13183,0.97
2496,ÿÿÿsupply,v,13399,0.95
2497,ÿÿÿassist,v,13748,0.93
